student_id,student_name,gender,dob,department_id,course,semester,admission_year,email,city
STU0301,Student_301,Female,2005-07-28,5,B.Tech,1,2019,student301@college.edu,Lucknow
STU0302,Student_302,Male,2004-08-03,6,B.Tech,3,2020,student302@college.edu,Pune
STU0303,Student_303,Female,2002-11-14,7,B.Tech,5,2021,student303@college.edu,Bhopal
STU0304,Student_304,Female,2005-10-23,8,B.Tech,7,2022,student304@college.edu,Lucknow
STU0305,Student_305,Male,2002-07-02,1,B.Tech,1,2023,student305@college.edu,Chennai
STU0306,Student_306,Female,2004-02-24,2,B.Tech,3,2024,student306@college.edu,Lucknow
STU0307,Student_307,Male,2002-05-23,3,B.Tech,5,2019,student307@college.edu,Bangalore
STU0308,Student_308,Female,2001-10-20,4,B.Tech,7,2020,student308@college.edu,Kolkata
STU0309,Student_309,Female,2003-03-19,5,B.Tech,1,2021,student309@college.edu,Pune
STU0310,Student_310,Female,2005-10-17,6,B.Tech,3,2022,student310@college.edu,Mumbai
STU0311,Student_311,Female,2005-05-10,7,B.Tech,5,2023,student311@college.edu,Jaipur
STU0312,Student_312,Male,2005-05-31,8,B.Tech,7,2024,student312@college.edu,Lucknow
STU0313,Student_313,Male,2002-09-13,1,B.Tech,1,2019,student313@college.edu,Delhi
STU0314,Student_314,Male,2005-11-08,2,B.Tech,3,2020,student314@college.edu,Mumbai
STU0315,Student_315,Female,2004-03-12,3,B.Tech,5,2021,student315@college.edu,Jaipur
STU0316,Student_316,Male,2004-12-27,4,B.Tech,7,2022,student316@college.edu,Chennai
STU0317,Student_317,Female,2003-11-19,5,B.Tech,1,2023,student317@college.edu,Chennai
STU0318,Student_318,Male,2004-09-02,6,B.Tech,3,2024,student318@college.edu,Chennai
STU0319,Student_319,Female,2004-05-08,7,B.Tech,5,2019,student319@college.edu,Mumbai
STU0320,Student_320,Female,2002-01-31,8,B.Tech,7,2020,student320@college.edu,Mumbai
STU0321,Student_321,Male,2004-12-19,1,B.Tech,1,2021,student321@college.edu,Chennai
STU0322,Student_322,Male,2001-10-02,2,B.Tech,3,2022,student322@college.edu,Mumbai
STU0323,Student_323,Male,2002-12-11,3,B.Tech,5,2023,student323@college.edu,Chennai
STU0324,Student_324,Male,2005-07-26,4,B.Tech,7,2024,student324@college.edu,Chennai
STU0325,Student_325,Male,2002-10-23,5,B.Tech,1,2019,student325@college.edu,Kolkata
STU0326,Student_326,Male,2005-12-08,6,B.Tech,3,2020,student326@college.edu,Bangalore
STU0327,Student_327,Male,2001-02-02,7,B.Tech,5,2021,student327@college.edu,Delhi
STU0328,Student_328,Male,2003-01-27,8,B.Tech,7,2022,student328@college.edu,Chennai
STU0329,Student_329,Female,2001-05-26,1,B.Tech,1,2023,student329@college.edu,Pune
STU0330,Student_330,Female,2003-06-05,2,B.Tech,3,2024,student330@college.edu,Chennai
STU0331,Student_331,Female,2005-07-10,3,B.Tech,5,2019,student331@college.edu,Jaipur
STU0332,Student_332,Male,2004-01-19,4,B.Tech,7,2020,student332@college.edu,Mumbai
STU0333,Student_333,Male,2001-01-06,5,B.Tech,1,2021,student333@college.edu,Kolkata
STU0334,Student_334,Male,2003-08-17,6,B.Tech,3,2022,student334@college.edu,Kolkata
STU0335,Student_335,Female,2002-02-27,7,B.Tech,5,2023,student335@college.edu,Delhi
STU0336,Student_336,Male,2004-02-26,8,B.Tech,7,2024,student336@college.edu,Bhopal
STU0337,Student_337,Male,2002-02-01,1,B.Tech,1,2019,student337@college.edu,Delhi
STU0338,Student_338,Male,2002-11-26,2,B.Tech,3,2020,student338@college.edu,Indore
STU0339,Student_339,Female,2003-09-04,3,B.Tech,5,2021,student339@college.edu,Indore
STU0340,Student_340,Male,2005-06-23,4,B.Tech,7,2022,student340@college.edu,Delhi
STU0341,Student_341,Female,2003-11-25,5,B.Tech,1,2023,student341@college.edu,Indore
STU0342,Student_342,Female,2001-07-07,6,B.Tech,3,2024,student342@college.edu,Mumbai
STU0343,Student_343,Male,2003-07-11,7,B.Tech,5,2019,student343@college.edu,Jaipur
STU0344,Student_344,Female,2005-09-02,8,B.Tech,7,2020,student344@college.edu,Lucknow
STU0345,Student_345,Female,2001-03-23,1,B.Tech,1,2021,student345@college.edu,Bangalore
STU0346,Student_346,Male,2001-08-21,2,B.Tech,3,2022,student346@college.edu,Lucknow
STU0347,Student_347,Male,2001-01-14,3,B.Tech,5,2023,student347@college.edu,Chennai
STU0348,Student_348,Female,2005-03-05,4,B.Tech,7,2024,student348@college.edu,Kolkata
STU0349,Student_349,Male,2005-03-12,5,B.Tech,1,2019,student349@college.edu,Mumbai
STU0350,Student_350,Male,2004-05-27,6,B.Tech,3,2020,student350@college.edu,Lucknow
STU0351,Student_351,Female,2003-04-04,7,B.Tech,5,2021,student351@college.edu,Bhopal
STU0352,Student_352,Female,2003-10-31,8,B.Tech,7,2022,student352@college.edu,Jaipur
STU0353,Student_353,Male,2004-06-27,1,B.Tech,1,2023,student353@college.edu,Indore
STU0354,Student_354,Female,2001-02-02,2,B.Tech,3,2024,student354@college.edu,Jaipur
STU0355,Student_355,Male,2003-10-22,3,B.Tech,5,2019,student355@college.edu,Bangalore
STU0356,Student_356,Female,2005-07-16,4,B.Tech,7,2020,student356@college.edu,Bhopal
STU0357,Student_357,Male,2003-12-25,5,B.Tech,1,2021,student357@college.edu,Mumbai
STU0358,Student_358,Male,2005-01-19,6,B.Tech,3,2022,student358@college.edu,Delhi
STU0359,Student_359,Male,2003-10-22,7,B.Tech,5,2023,student359@college.edu,Indore
STU0360,Student_360,Male,2003-08-11,8,B.Tech,7,2024,student360@college.edu,Bangalore
STU0361,Student_361,Male,2003-08-03,1,B.Tech,1,2019,student361@college.edu,Bhopal
STU0362,Student_362,Male,2003-03-28,2,B.Tech,3,2020,student362@college.edu,Bhopal
STU0363,Student_363,Female,2002-12-31,3,B.Tech,5,2021,student363@college.edu,Indore
STU0364,Student_364,Female,2003-02-26,4,B.Tech,7,2022,student364@college.edu,Jaipur
STU0365,Student_365,Female,2003-03-17,5,B.Tech,1,2023,student365@college.edu,Kolkata
STU0366,Student_366,Female,2001-07-18,6,B.Tech,3,2024,student366@college.edu,Chennai
STU0367,Student_367,Male,2003-01-24,7,B.Tech,5,2019,student367@college.edu,Lucknow
STU0368,Student_368,Male,2003-01-12,8,B.Tech,7,2020,student368@college.edu,Delhi
STU0369,Student_369,Female,2002-05-10,1,B.Tech,1,2021,student369@college.edu,Chennai
STU0370,Student_370,Male,2004-08-23,2,B.Tech,3,2022,student370@college.edu,Delhi
STU0371,Student_371,Male,2004-12-09,3,B.Tech,5,2023,student371@college.edu,Indore
STU0372,Student_372,Male,2003-02-24,4,B.Tech,7,2024,student372@college.edu,Chennai
STU0373,Student_373,Female,2002-06-18,5,B.Tech,1,2019,student373@college.edu,Bangalore
STU0374,Student_374,Male,2003-06-28,6,B.Tech,3,2020,student374@college.edu,Lucknow
STU0375,Student_375,Male,2001-07-17,7,B.Tech,5,2021,student375@college.edu,Lucknow
STU0376,Student_376,Male,2003-12-13,8,B.Tech,7,2022,student376@college.edu,Bhopal
STU0377,Student_377,Female,2004-09-05,1,B.Tech,1,2023,student377@college.edu,Jaipur
STU0378,Student_378,Male,2001-12-01,2,B.Tech,3,2024,student378@college.edu,Chennai
STU0379,Student_379,Female,2002-07-05,3,B.Tech,5,2019,student379@college.edu,Bhopal
STU0380,Student_380,Female,2004-02-04,4,B.Tech,7,2020,student380@college.edu,Mumbai
STU0381,Student_381,Female,2002-03-22,5,B.Tech,1,2021,student381@college.edu,Bhopal
STU0382,Student_382,Male,2004-06-21,6,B.Tech,3,2022,student382@college.edu,Mumbai
STU0383,Student_383,Male,2004-05-20,7,B.Tech,5,2023,student383@college.edu,Kolkata
STU0384,Student_384,Female,2001-11-30,8,B.Tech,7,2024,student384@college.edu,Jaipur
STU0385,Student_385,Male,2004-09-19,1,B.Tech,1,2019,student385@college.edu,Bangalore
STU0386,Student_386,Female,2002-12-03,2,B.Tech,3,2020,student386@college.edu,Pune
STU0387,Student_387,Male,2003-08-26,3,B.Tech,5,2021,student387@college.edu,Bangalore
STU0388,Student_388,Male,2005-08-06,4,B.Tech,7,2022,student388@college.edu,Bhopal
STU0389,Student_389,Male,2003-09-23,5,B.Tech,1,2023,student389@college.edu,Delhi
STU0390,Student_390,Male,2002-01-09,6,B.Tech,3,2024,student390@college.edu,Delhi
STU0391,Student_391,Female,2005-12-05,7,B.Tech,5,2019,student391@college.edu,Indore
STU0392,Student_392,Male,2003-05-13,8,B.Tech,7,2020,student392@college.edu,Pune
STU0393,Student_393,Female,2002-08-27,1,B.Tech,1,2021,student393@college.edu,Jaipur
STU0394,Student_394,Male,2004-07-27,2,B.Tech,3,2022,student394@college.edu,Bhopal
STU0395,Student_395,Female,2005-02-21,3,B.Tech,5,2023,student395@college.edu,Pune
STU0396,Student_396,Male,2003-11-19,4,B.Tech,7,2024,student396@college.edu,Lucknow
STU0397,Student_397,Female,2005-12-13,5,B.Tech,1,2019,student397@college.edu,Delhi
STU0398,Student_398,Female,2002-08-28,6,B.Tech,3,2020,student398@college.edu,Indore
STU0399,Student_399,Female,2004-04-21,7,B.Tech,5,2021,student399@college.edu,Mumbai
STU0400,Student_400,Male,2001-02-22,8,B.Tech,7,2022,student400@college.edu,Delhi
STU0401,Student_401,Female,2002-04-08,1,B.Tech,1,2023,student401@college.edu,Kolkata
STU0402,Student_402,Female,2004-02-27,2,B.Tech,3,2024,student402@college.edu,Delhi
STU0403,Student_403,Male,2004-02-11,3,B.Tech,5,2019,student403@college.edu,Delhi
STU0404,Student_404,Female,2004-08-29,4,B.Tech,7,2020,student404@college.edu,Delhi
STU0405,Student_405,Male,2004-02-04,5,B.Tech,1,2021,student405@college.edu,Pune
STU0406,Student_406,Female,2001-05-02,6,B.Tech,3,2022,student406@college.edu,Indore
STU0407,Student_407,Male,2001-09-04,7,B.Tech,5,2023,student407@college.edu,Lucknow
STU0408,Student_408,Female,2003-11-04,8,B.Tech,7,2024,student408@college.edu,Chennai
STU0409,Student_409,Male,2003-12-04,1,B.Tech,1,2019,student409@college.edu,Jaipur
STU0410,Student_410,Male,2001-01-20,2,B.Tech,3,2020,student410@college.edu,Lucknow
STU0411,Student_411,Female,2002-02-24,3,B.Tech,5,2021,student411@college.edu,Indore
STU0412,Student_412,Male,2002-01-05,4,B.Tech,7,2022,student412@college.edu,Lucknow
STU0413,Student_413,Male,2003-04-28,5,B.Tech,1,2023,student413@college.edu,Kolkata
STU0414,Student_414,Male,2004-11-02,6,B.Tech,3,2024,student414@college.edu,Chennai
STU0415,Student_415,Female,2001-07-09,7,B.Tech,5,2019,student415@college.edu,Chennai
STU0416,Student_416,Male,2004-06-08,8,B.Tech,7,2020,student416@college.edu,Bangalore
STU0417,Student_417,Female,2003-04-20,1,B.Tech,1,2021,student417@college.edu,Indore
STU0418,Student_418,Male,2002-03-02,2,B.Tech,3,2022,student418@college.edu,Pune
STU0419,Student_419,Male,2002-10-23,3,B.Tech,5,2023,student419@college.edu,Kolkata
STU0420,Student_420,Male,2002-12-23,4,B.Tech,7,2024,student420@college.edu,Mumbai
STU0421,Student_421,Male,2005-07-23,5,B.Tech,1,2019,student421@college.edu,Mumbai
STU0422,Student_422,Male,2001-05-20,6,B.Tech,3,2020,student422@college.edu,Pune
STU0423,Student_423,Female,2002-05-22,7,B.Tech,5,2021,student423@college.edu,Indore
STU0424,Student_424,Female,2005-10-23,8,B.Tech,7,2022,student424@college.edu,Mumbai
STU0425,Student_425,Female,2004-10-19,1,B.Tech,1,2023,student425@college.edu,Indore
STU0426,Student_426,Female,2005-01-16,2,B.Tech,3,2024,student426@college.edu,Pune
STU0427,Student_427,Male,2001-05-19,3,B.Tech,5,2019,student427@college.edu,Mumbai
STU0428,Student_428,Male,2001-12-20,4,B.Tech,7,2020,student428@college.edu,Pune
STU0429,Student_429,Female,2003-02-17,5,B.Tech,1,2021,student429@college.edu,Bangalore
STU0430,Student_430,Female,2005-12-30,6,B.Tech,3,2022,student430@college.edu,Jaipur
STU0431,Student_431,Male,2005-06-16,7,B.Tech,5,2023,student431@college.edu,Jaipur
STU0432,Student_432,Female,2002-05-14,8,B.Tech,7,2024,student432@college.edu,Delhi
STU0433,Student_433,Female,2002-01-17,1,B.Tech,1,2019,student433@college.edu,Indore
STU0434,Student_434,Male,2003-03-10,2,B.Tech,3,2020,student434@college.edu,Mumbai
STU0435,Student_435,Male,2002-12-12,3,B.Tech,5,2021,student435@college.edu,Mumbai
STU0436,Student_436,Female,2001-03-21,4,B.Tech,7,2022,student436@college.edu,Pune
STU0437,Student_437,Male,2005-07-20,5,B.Tech,1,2023,student437@college.edu,Pune
STU0438,Student_438,Male,2003-11-01,6,B.Tech,3,2024,student438@college.edu,Bangalore
STU0439,Student_439,Male,2002-05-16,7,B.Tech,5,2019,student439@college.edu,Mumbai
STU0440,Student_440,Male,2001-01-11,8,B.Tech,7,2020,student440@college.edu,Pune
STU0441,Student_441,Male,2005-06-17,1,B.Tech,1,2021,student441@college.edu,Indore
STU0442,Student_442,Male,2003-10-28,2,B.Tech,3,2022,student442@college.edu,Chennai
STU0443,Student_443,Male,2003-03-05,3,B.Tech,5,2023,student443@college.edu,Bangalore
STU0444,Student_444,Male,2003-04-05,4,B.Tech,7,2024,student444@college.edu,Jaipur
STU0445,Student_445,Male,2001-09-06,5,B.Tech,1,2019,student445@college.edu,Indore
STU0446,Student_446,Male,2002-11-01,6,B.Tech,3,2020,student446@college.edu,Delhi
STU0447,Student_447,Male,2004-04-08,7,B.Tech,5,2021,student447@college.edu,Delhi
STU0448,Student_448,Male,2004-10-28,8,B.Tech,7,2022,student448@college.edu,Delhi
STU0449,Student_449,Male,2003-05-06,1,B.Tech,1,2023,student449@college.edu,Mumbai
STU0450,Student_450,Male,2004-12-10,2,B.Tech,3,2024,student450@college.edu,Bhopal
STU0451,Student_451,Male,2004-11-19,3,B.Tech,5,2019,student451@college.edu,Delhi
STU0452,Student_452,Female,2003-02-24,4,B.Tech,7,2020,student452@college.edu,Chennai
STU0453,Student_453,Female,2002-01-01,5,B.Tech,1,2021,student453@college.edu,Bhopal
STU0454,Student_454,Male,2004-04-23,6,B.Tech,3,2022,student454@college.edu,Indore
STU0455,Student_455,Female,2002-11-27,7,B.Tech,5,2023,student455@college.edu,Bhopal
STU0456,Student_456,Male,2001-10-31,8,B.Tech,7,2024,student456@college.edu,Kolkata
STU0457,Student_457,Male,2004-06-11,1,B.Tech,1,2019,student457@college.edu,Mumbai
STU0458,Student_458,Male,2003-08-02,2,B.Tech,3,2020,student458@college.edu,Mumbai
STU0459,Student_459,Male,2001-07-20,3,B.Tech,5,2021,student459@college.edu,Lucknow
STU0460,Student_460,Male,2005-03-17,4,B.Tech,7,2022,student460@college.edu,Indore
STU0461,Student_461,Male,2002-10-31,5,B.Tech,1,2023,student461@college.edu,Kolkata
STU0462,Student_462,Male,2001-06-18,6,B.Tech,3,2024,student462@college.edu,Chennai
STU0463,Student_463,Female,2001-01-31,7,B.Tech,5,2019,student463@college.edu,Indore
STU0464,Student_464,Female,2002-07-18,8,B.Tech,7,2020,student464@college.edu,Mumbai
STU0465,Student_465,Female,2001-11-13,1,B.Tech,1,2021,student465@college.edu,Pune
STU0466,Student_466,Male,2002-07-03,2,B.Tech,3,2022,student466@college.edu,Mumbai
STU0467,Student_467,Female,2005-01-11,3,B.Tech,5,2023,student467@college.edu,Jaipur
STU0468,Student_468,Female,2001-01-16,4,B.Tech,7,2024,student468@college.edu,Delhi
STU0469,Student_469,Female,2004-10-10,5,B.Tech,1,2019,student469@college.edu,Bhopal
STU0470,Student_470,Female,2002-11-15,6,B.Tech,3,2020,student470@college.edu,Lucknow
STU0471,Student_471,Female,2003-08-15,7,B.Tech,5,2021,student471@college.edu,Pune
STU0472,Student_472,Male,2004-01-27,8,B.Tech,7,2022,student472@college.edu,Bhopal
STU0473,Student_473,Female,2004-04-26,1,B.Tech,1,2023,student473@college.edu,Lucknow
STU0474,Student_474,Female,2002-11-01,2,B.Tech,3,2024,student474@college.edu,Chennai
STU0475,Student_475,Male,2004-06-24,3,B.Tech,5,2019,student475@college.edu,Bangalore
STU0476,Student_476,Male,2002-01-19,4,B.Tech,7,2020,student476@college.edu,Mumbai
STU0477,Student_477,Male,2002-10-27,5,B.Tech,1,2021,student477@college.edu,Kolkata
STU0478,Student_478,Female,2004-10-28,6,B.Tech,3,2022,student478@college.edu,Mumbai
STU0479,Student_479,Female,2002-09-16,7,B.Tech,5,2023,student479@college.edu,Mumbai
STU0480,Student_480,Female,2004-01-07,8,B.Tech,7,2024,student480@college.edu,Bangalore
STU0481,Student_481,Male,2004-03-13,1,B.Tech,1,2019,student481@college.edu,Bangalore
STU0482,Student_482,Female,2004-09-27,2,B.Tech,3,2020,student482@college.edu,Jaipur
STU0483,Student_483,Male,2004-02-09,3,B.Tech,5,2021,student483@college.edu,Kolkata
STU0484,Student_484,Male,2002-05-21,4,B.Tech,7,2022,student484@college.edu,Indore
STU0485,Student_485,Male,2001-03-12,5,B.Tech,1,2023,student485@college.edu,Pune
STU0486,Student_486,Male,2004-10-07,6,B.Tech,3,2024,student486@college.edu,Mumbai
STU0487,Student_487,Male,2004-02-02,7,B.Tech,5,2019,student487@college.edu,Pune
STU0488,Student_488,Male,2001-08-08,8,B.Tech,7,2020,student488@college.edu,Delhi
STU0489,Student_489,Female,2002-10-03,1,B.Tech,1,2021,student489@college.edu,Kolkata
STU0490,Student_490,Male,2003-08-17,2,B.Tech,3,2022,student490@college.edu,Kolkata
STU0491,Student_491,Male,2003-08-30,3,B.Tech,5,2023,student491@college.edu,Delhi
STU0492,Student_492,Male,2003-06-07,4,B.Tech,7,2024,student492@college.edu,Indore
STU0493,Student_493,Female,2002-10-30,5,B.Tech,1,2019,student493@college.edu,Jaipur
STU0494,Student_494,Male,2005-07-16,6,B.Tech,3,2020,student494@college.edu,Bangalore
STU0495,Student_495,Male,2001-03-12,7,B.Tech,5,2021,student495@college.edu,Pune
STU0496,Student_496,Male,2003-10-10,8,B.Tech,7,2022,student496@college.edu,Delhi
STU0497,Student_497,Male,2001-06-05,1,B.Tech,1,2023,student497@college.edu,Pune
STU0498,Student_498,Female,2001-11-09,2,B.Tech,3,2024,student498@college.edu,Bhopal
STU0499,Student_499,Female,2004-07-10,3,B.Tech,5,2019,student499@college.edu,Lucknow
STU0500,Student_500,Male,2004-06-10,4,B.Tech,7,2020,student500@college.edu,Indore
STU0501,Student_501,Male,2004-05-07,5,B.Tech,1,2021,student501@college.edu,Pune
STU0502,Student_502,Male,2005-09-25,6,B.Tech,3,2022,student502@college.edu,Mumbai
STU0503,Student_503,Female,2002-06-24,7,B.Tech,5,2023,student503@college.edu,Kolkata
STU0504,Student_504,Male,2002-09-21,8,B.Tech,7,2024,student504@college.edu,Lucknow
STU0505,Student_505,Female,2004-05-17,1,B.Tech,1,2019,student505@college.edu,Delhi
STU0506,Student_506,Male,2005-03-11,2,B.Tech,3,2020,student506@college.edu,Bhopal
STU0507,Student_507,Female,2004-12-01,3,B.Tech,5,2021,student507@college.edu,Indore
STU0508,Student_508,Male,2005-08-25,4,B.Tech,7,2022,student508@college.edu,Chennai
STU0509,Student_509,Female,2004-11-15,5,B.Tech,1,2023,student509@college.edu,Pune
STU0510,Student_510,Male,2003-09-10,6,B.Tech,3,2024,student510@college.edu,Chennai
STU0511,Student_511,Male,2001-07-29,7,B.Tech,5,2019,student511@college.edu,Chennai
STU0512,Student_512,Male,2001-12-02,8,B.Tech,7,2020,student512@college.edu,Jaipur
STU0513,Student_513,Male,2005-04-21,1,B.Tech,1,2021,student513@college.edu,Kolkata
STU0514,Student_514,Male,2002-04-15,2,B.Tech,3,2022,student514@college.edu,Bangalore
STU0515,Student_515,Female,2002-09-23,3,B.Tech,5,2023,student515@college.edu,Lucknow
STU0516,Student_516,Female,2002-09-18,4,B.Tech,7,2024,student516@college.edu,Mumbai
STU0517,Student_517,Male,2003-01-28,5,B.Tech,1,2019,student517@college.edu,Delhi
STU0518,Student_518,Female,2003-03-16,6,B.Tech,3,2020,student518@college.edu,Pune
STU0519,Student_519,Male,2001-02-12,7,B.Tech,5,2021,student519@college.edu,Indore
STU0520,Student_520,Female,2001-07-20,8,B.Tech,7,2022,student520@college.edu,Kolkata
STU0521,Student_521,Male,2005-09-04,1,B.Tech,1,2023,student521@college.edu,Pune
STU0522,Student_522,Male,2003-09-16,2,B.Tech,3,2024,student522@college.edu,Bangalore
STU0523,Student_523,Male,2004-10-22,3,B.Tech,5,2019,student523@college.edu,Pune
STU0524,Student_524,Female,2001-02-18,4,B.Tech,7,2020,student524@college.edu,Kolkata
STU0525,Student_525,Female,2004-06-06,5,B.Tech,1,2021,student525@college.edu,Bhopal
STU0526,Student_526,Male,2001-11-19,6,B.Tech,3,2022,student526@college.edu,Lucknow
STU0527,Student_527,Female,2002-09-19,7,B.Tech,5,2023,student527@college.edu,Chennai
STU0528,Student_528,Female,2005-07-25,8,B.Tech,7,2024,student528@college.edu,Lucknow
STU0529,Student_529,Male,2001-02-20,1,B.Tech,1,2019,student529@college.edu,Kolkata
STU0530,Student_530,Male,2003-04-09,2,B.Tech,3,2020,student530@college.edu,Chennai
STU0531,Student_531,Male,2003-04-30,3,B.Tech,5,2021,student531@college.edu,Chennai
STU0532,Student_532,Male,2005-01-15,4,B.Tech,7,2022,student532@college.edu,Mumbai
STU0533,Student_533,Female,2004-11-22,5,B.Tech,1,2023,student533@college.edu,Delhi
STU0534,Student_534,Female,2004-03-08,6,B.Tech,3,2024,student534@college.edu,Kolkata
STU0535,Student_535,Female,2001-03-06,7,B.Tech,5,2019,student535@college.edu,Indore
STU0536,Student_536,Female,2005-12-02,8,B.Tech,7,2020,student536@college.edu,Mumbai
STU0537,Student_537,Male,2004-11-02,1,B.Tech,1,2021,student537@college.edu,Bhopal
STU0538,Student_538,Female,2001-08-10,2,B.Tech,3,2022,student538@college.edu,Chennai
STU0539,Student_539,Female,2002-12-08,3,B.Tech,5,2023,student539@college.edu,Lucknow
STU0540,Student_540,Male,2003-03-27,4,B.Tech,7,2024,student540@college.edu,Kolkata
STU0541,Student_541,Female,2001-10-15,5,B.Tech,1,2019,student541@college.edu,Indore
STU0542,Student_542,Male,2001-09-11,6,B.Tech,3,2020,student542@college.edu,Bhopal
STU0543,Student_543,Male,2005-08-17,7,B.Tech,5,2021,student543@college.edu,Mumbai
STU0544,Student_544,Male,2001-07-12,8,B.Tech,7,2022,student544@college.edu,Delhi
STU0545,Student_545,Male,2003-09-22,1,B.Tech,1,2023,student545@college.edu,Pune
STU0546,Student_546,Male,2001-08-30,2,B.Tech,3,2024,student546@college.edu,Bangalore
STU0547,Student_547,Female,2002-05-01,3,B.Tech,5,2019,student547@college.edu,Chennai
STU0548,Student_548,Female,2005-01-26,4,B.Tech,7,2020,student548@college.edu,Bhopal
STU0549,Student_549,Male,2001-07-13,5,B.Tech,1,2021,student549@college.edu,Delhi
STU0550,Student_550,Female,2003-01-11,6,B.Tech,3,2022,student550@college.edu,Delhi
STU0551,Student_551,Male,2003-11-30,7,B.Tech,5,2023,student551@college.edu,Delhi
STU0552,Student_552,Male,2002-03-09,8,B.Tech,7,2024,student552@college.edu,Bhopal
STU0553,Student_553,Male,2002-12-23,1,B.Tech,1,2019,student553@college.edu,Indore
STU0554,Student_554,Male,2005-04-24,2,B.Tech,3,2020,student554@college.edu,Pune
STU0555,Student_555,Male,2001-05-25,3,B.Tech,5,2021,student555@college.edu,Delhi
STU0556,Student_556,Male,2004-02-09,4,B.Tech,7,2022,student556@college.edu,Kolkata
STU0557,Student_557,Male,2005-07-07,5,B.Tech,1,2023,student557@college.edu,Jaipur
STU0558,Student_558,Male,2003-04-12,6,B.Tech,3,2024,student558@college.edu,Delhi
STU0559,Student_559,Female,2002-01-24,7,B.Tech,5,2019,student559@college.edu,Bangalore
STU0560,Student_560,Male,2005-11-15,8,B.Tech,7,2020,student560@college.edu,Chennai
STU0561,Student_561,Male,2005-06-25,1,B.Tech,1,2021,student561@college.edu,Chennai
STU0562,Student_562,Male,2004-01-09,2,B.Tech,3,2022,student562@college.edu,Pune
STU0563,Student_563,Male,2005-08-22,3,B.Tech,5,2023,student563@college.edu,Pune
STU0564,Student_564,Male,2005-08-24,4,B.Tech,7,2024,student564@college.edu,Indore
STU0565,Student_565,Male,2001-10-10,5,B.Tech,1,2019,student565@college.edu,Bangalore
STU0566,Student_566,Female,2003-08-29,6,B.Tech,3,2020,student566@college.edu,Mumbai
STU0567,Student_567,Female,2004-02-05,7,B.Tech,5,2021,student567@college.edu,Chennai
STU0568,Student_568,Male,2001-08-08,8,B.Tech,7,2022,student568@college.edu,Kolkata
STU0569,Student_569,Female,2004-07-12,1,B.Tech,1,2023,student569@college.edu,Indore
STU0570,Student_570,Female,2003-12-31,2,B.Tech,3,2024,student570@college.edu,Jaipur
STU0571,Student_571,Male,2001-04-10,3,B.Tech,5,2019,student571@college.edu,Bhopal
STU0572,Student_572,Male,2004-07-28,4,B.Tech,7,2020,student572@college.edu,Kolkata
STU0573,Student_573,Female,2004-12-16,5,B.Tech,1,2021,student573@college.edu,Kolkata
STU0574,Student_574,Female,2005-12-16,6,B.Tech,3,2022,student574@college.edu,Bangalore
STU0575,Student_575,Male,2003-07-29,7,B.Tech,5,2023,student575@college.edu,Lucknow
STU0576,Student_576,Female,2004-01-20,8,B.Tech,7,2024,student576@college.edu,Jaipur
STU0577,Student_577,Male,2005-07-06,1,B.Tech,1,2019,student577@college.edu,Chennai
STU0578,Student_578,Male,2004-12-12,2,B.Tech,3,2020,student578@college.edu,Mumbai
STU0579,Student_579,Female,2003-06-02,3,B.Tech,5,2021,student579@college.edu,Bangalore
STU0580,Student_580,Female,2004-06-22,4,B.Tech,7,2022,student580@college.edu,Pune
STU0581,Student_581,Male,2005-06-04,5,B.Tech,1,2023,student581@college.edu,Lucknow
STU0582,Student_582,Female,2001-06-10,6,B.Tech,3,2024,student582@college.edu,Lucknow
STU0583,Student_583,Female,2002-09-27,7,B.Tech,5,2019,student583@college.edu,Bangalore
STU0584,Student_584,Male,2002-05-01,8,B.Tech,7,2020,student584@college.edu,Chennai
STU0585,Student_585,Male,2001-08-17,1,B.Tech,1,2021,student585@college.edu,Bhopal
STU0586,Student_586,Male,2001-07-17,2,B.Tech,3,2022,student586@college.edu,Delhi
STU0587,Student_587,Male,2002-07-15,3,B.Tech,5,2023,student587@college.edu,Kolkata
STU0588,Student_588,Male,2001-08-01,4,B.Tech,7,2024,student588@college.edu,Kolkata
STU0589,Student_589,Female,2002-08-12,5,B.Tech,1,2019,student589@college.edu,Lucknow
STU0590,Student_590,Female,2001-04-18,6,B.Tech,3,2020,student590@college.edu,Bhopal
STU0591,Student_591,Male,2004-11-10,7,B.Tech,5,2021,student591@college.edu,Bhopal
STU0592,Student_592,Female,2005-06-28,8,B.Tech,7,2022,student592@college.edu,Bangalore
STU0593,Student_593,Female,2001-06-10,1,B.Tech,1,2023,student593@college.edu,Lucknow
STU0594,Student_594,Female,2001-03-30,2,B.Tech,3,2024,student594@college.edu,Delhi
STU0595,Student_595,Male,2002-10-02,3,B.Tech,5,2019,student595@college.edu,Mumbai
STU0596,Student_596,Male,2003-07-25,4,B.Tech,7,2020,student596@college.edu,Indore
STU0597,Student_597,Female,2001-07-01,5,B.Tech,1,2021,student597@college.edu,Chennai
STU0598,Student_598,Male,2001-01-22,6,B.Tech,3,2022,student598@college.edu,Kolkata
STU0599,Student_599,Male,2001-01-01,7,B.Tech,5,2023,student599@college.edu,Delhi
STU0600,Student_600,Female,2001-03-19,8,B.Tech,7,2024,student600@college.edu,Indore
STU0601,Student_601,Female,2005-08-22,1,B.Tech,1,2019,student601@college.edu,Mumbai
